prediction,ground_truth,diff_ops,error_ngrams
"in Northem Rbodesia, but the bolonial Seeretary,","in Northern Rhodesia , but the Colonial Secretary ,","[('replace', 9, 10, 9, 11), ('replace', 12, 13, 13, 14), ('insert', 19, 19, 20, 21), ('replace', 29, 30, 31, 32), ('replace', 40, 41, 42, 43), ('insert', 47, 47, 49, 50)]","[(('er', 'neutral'), 1), (('rn', 'neutral'), 1), (('ia', 'neutral'), 1), (('he', 'neutral'), 1), (('ar', 'neutral'), 1)]"
"Miork, Mag keliat sozu like.","work , say what you like . ""","[('replace', 0, 2, 0, 1), ('insert', 5, 5, 4, 5), ('replace', 7, 8, 7, 8), ('replace', 9, 10, 9, 10), ('replace', 11, 15, 11, 13), ('replace', 18, 19, 16, 17), ('delete', 20, 21, 18, 18), ('insert', 27, 27, 24, 25), ('insert', 28, 28, 26, 28)]","[(('wo', 'neutral'), 1), (('or', 'neutral'), 1), (('sa', 'neutral'), 1), (('ay', 'english-dominant'), 1), (('wh', 'english-dominant'), 1), (('ha', 'neutral'), 1), (('at', 'neutral'), 1), (('ou', 'english-dominant'), 1), (('li', 'neutral'), 1)]"
nown as homopeopathy had beam brongkt to his notice.,known as homoeopathy had been brought to his notice .,"[('insert', 0, 0, 0, 1), ('delete', 12, 13, 13, 13), ('replace', 27, 29, 27, 29), ('replace', 33, 34, 33, 34), ('replace', 35, 36, 35, 36), ('insert', 51, 51, 51, 52)]","[(('mo', 'neutral'), 1), (('oe', 'english-dominant'), 1), (('ee', 'neutral'), 1), (('en', 'german-dominant'), 1), (('ou', 'english-dominant'), 1), (('ug', 'neutral'), 1), (('gh', 'english-dominant'), 1), (('ht', 'neutral'), 1)]"
to offes aug geeiting. tle was deeply,to offer any greeting . He was deeply,"[('replace', 7, 8, 7, 8), ('replace', 10, 12, 10, 12), ('insert', 14, 14, 14, 15), ('delete', 16, 17, 17, 17), ('insert', 21, 21, 21, 22), ('replace', 23, 25, 24, 25)]","[(('er', 'neutral'), 1), (('an', 'neutral'), 1), (('ny', 'english-dominant'), 1), (('gr', 'neutral'), 1), (('ee', 'neutral'), 1), (('et', 'neutral'), 1)]"
gping to trauet a hundred,going to travel a hundred,"[('replace', 1, 2, 1, 2), ('replace', 12, 13, 12, 13), ('replace', 14, 15, 14, 15)]","[(('go', 'english-dominant'), 1), (('oi', 'english-dominant'), 1), (('av', 'english-dominant'), 1), (('ve', 'neutral'), 1), (('el', 'neutral'), 1)]"
"w herse, / underStand, but an erpreiseh tok","was here , I understand , but an express took","[('insert', 1, 1, 1, 3), ('delete', 5, 6, 7, 7), ('insert', 7, 7, 8, 9), ('replace', 9, 10, 11, 12), ('replace', 16, 17, 18, 19), ('insert', 21, 21, 23, 24), ('replace', 31, 32, 34, 35), ('delete', 35, 36, 38, 38), ('replace', 37, 39, 39, 40), ('insert', 42, 42, 43, 44)]","[(('wa', 'neutral'), 1), (('he', 'neutral'), 1), (('er', 'neutral'), 2), (('re', 'neutral'), 2), (('de', 'german-dominant'), 1), (('an', 'neutral'), 2), (('xp', 'neutral'), 1), (('pr', 'neutral'), 1), (('es', 'neutral'), 1), (('ss', 'neutral'), 1), (('to', 'english-dominant'), 1)]"
Laus befene poling closed at P p.m. it was,Long before polling closed at 8 p.m. it was,"[('replace', 1, 4, 1, 4), ('replace', 8, 10, 8, 10), ('insert', 14, 14, 14, 15), ('replace', 29, 30, 30, 31)]","[(('on', 'neutral'), 1), (('ng', 'neutral'), 1), (('fo', 'english-dominant'), 1), (('or', 'neutral'), 1), (('re', 'neutral'), 1), (('ol', 'neutral'), 1)]"
"for all +hat, as far as Eungland in voncerned,","For all that , as far as England is concerned ,","[('replace', 0, 1, 0, 1), ('replace', 8, 9, 8, 9), ('insert', 12, 12, 12, 13), ('delete', 25, 26, 26, 26), ('replace', 34, 35, 34, 35), ('replace', 36, 37, 36, 37), ('insert', 45, 45, 45, 46)]","[(('th', 'english-dominant'), 1), (('is', 'neutral'), 1), (('co', 'english-dominant'), 1)]"
seoure with pins- Run d ene of basting stitches,secure with pins . Run a line of basting stitches,"[('replace', 2, 3, 2, 3), ('replace', 16, 17, 16, 18), ('replace', 22, 23, 23, 24), ('replace', 24, 25, 25, 27)]","[(('ec', 'english-dominant'), 1), (('cu', 'english-dominant'), 1)]"
Fo discuss the function of a proposed House,to discuss the function of a proposed House,"[('replace', 0, 1, 0, 1)]","[(('to', 'english-dominant'), 1)]"
"heur before her body was disouered,","hour before her body was discovered ,","[('replace', 1, 2, 1, 2), ('insert', 28, 28, 28, 29), ('replace', 29, 30, 30, 31), ('insert', 34, 34, 35, 36)]","[(('ho', 'english-dominant'), 1), (('ou', 'english-dominant'), 1), (('sc', 'german-dominant'), 1), (('co', 'english-dominant'), 1), (('ov', 'english-dominant'), 1), (('ed', 'neutral'), 1)]"
"going te lire will triends ct Ihe bank manages, inst","going to live with friends of the bank manager , just","[('replace', 7, 8, 7, 8), ('replace', 11, 12, 11, 12), ('replace', 16, 18, 16, 18), ('replace', 19, 20, 19, 20), ('replace', 27, 28, 27, 30), ('delete', 29, 31, 31, 31), ('replace', 45, 46, 45, 47), ('replace', 48, 50, 49, 51)]","[(('to', 'english-dominant'), 1), (('iv', 'neutral'), 1), (('ve', 'neutral'), 1), (('it', 'neutral'), 1), (('th', 'english-dominant'), 2), (('fr', 'neutral'), 1), (('of', 'english-dominant'), 1), (('er', 'neutral'), 1), (('ju', 'neutral'), 1)]"
doukt Ahat a pile of badly stacked.,"doubt that a pile of badly stacked ,","[('replace', 3, 4, 3, 4), ('replace', 6, 7, 6, 7), ('replace', 34, 35, 34, 36)]","[(('ub', 'neutral'), 1), (('bt', 'german-dominant'), 1), (('th', 'english-dominant'), 1)]"
moment he walked aut of hete we havent a,moment he walked out of here we haven't a,"[('replace', 17, 18, 17, 18), ('replace', 26, 27, 26, 27), ('insert', 37, 37, 37, 38)]","[(('ou', 'english-dominant'), 1), (('er', 'neutral'), 1), (('re', 'neutral'), 1)]"
Py te und of the mentk he still deligkited in Naples.,By the end of the month he still delighted in Naples .,"[('replace', 0, 1, 0, 1), ('insert', 4, 4, 4, 5), ('replace', 6, 7, 7, 8), ('replace', 18, 19, 19, 20), ('replace', 21, 22, 22, 23), ('replace', 37, 39, 38, 39), ('insert', 52, 52, 52, 53)]","[(('th', 'english-dominant'), 2), (('mo', 'neutral'), 1), (('nt', 'neutral'), 1), (('ig', 'neutral'), 1), (('gh', 'english-dominant'), 1), (('ht', 'neutral'), 1)]"
citizen to qrithis cosutry. HoUNDING,citizen to quit his country . HOUNDING,"[('replace', 12, 13, 12, 13), ('insert', 15, 15, 15, 16), ('delete', 21, 22, 22, 22), ('insert', 23, 23, 23, 24), ('insert', 26, 26, 27, 28), ('replace', 29, 30, 31, 32)]","[(('qu', 'neutral'), 1), (('ui', 'english-dominant'), 1), (('co', 'english-dominant'), 1), (('ou', 'english-dominant'), 1), (('un', 'german-dominant'), 1), (('ry', 'english-dominant'), 1)]"
"alyptopis from 1800-2200hr, 2nd,","calyptopis from 1800-2200 hr ; 2nd ,","[('insert', 0, 0, 0, 1), ('insert', 24, 24, 25, 26), ('replace', 26, 27, 28, 30), ('insert', 31, 31, 34, 35)]","[(('hr', 'german-dominant'), 1)]"
"omgankment roßen Re Inam Deft, Duh in did mot Relr much, simca it","compartment when the train left , but this did not help much , since it","[('insert', 0, 0, 0, 1), ('replace', 2, 3, 3, 4), ('replace', 4, 6, 5, 7), ('replace', 11, 14, 12, 14), ('replace', 17, 18, 17, 19), ('replace', 20, 21, 21, 25), ('delete', 22, 24, 26, 26), ('replace', 25, 26, 27, 28), ('insert', 29, 29, 31, 32), ('replace', 31, 32, 34, 35), ('insert', 33, 33, 36, 39), ('delete', 34, 35, 40, 40), ('replace', 36, 37, 41, 42), ('replace', 42, 43, 47, 48), ('replace', 46, 47, 51, 52), ('replace', 49, 50, 54, 55), ('insert', 55, 55, 60, 61), ('replace', 59, 60, 65, 66), ('replace', 61, 62, 67, 68)]","[(('om', 'neutral'), 1), (('mp', 'neutral'), 1), (('pa', 'neutral'), 1), (('ar', 'neutral'), 1), (('rt', 'neutral'), 1), (('wh', 'english-dominant'), 1), (('he', 'neutral'), 1), (('th', 'english-dominant'), 1), (('tr', 'neutral'), 1), (('ra', 'neutral'), 1), (('ai', 'english-dominant'), 1), (('in', 'neutral'), 1), (('ef', 'neutral'), 1), (('bu', 'neutral'), 1), (('ut', 'neutral'), 1), (('ot', 'english-dominant'), 1), (('ch', 'german-dominant'), 1)]"
pest coutrol by biofagica1 meaus. Both uahive aud,pest control by biological means . Both native and,"[('replace', 7, 8, 7, 8), ('replace', 19, 21, 19, 21), ('replace', 25, 26, 25, 26), ('replace', 30, 31, 30, 31), ('insert', 32, 32, 32, 33), ('replace', 39, 40, 40, 41), ('replace', 41, 42, 42, 43), ('replace', 47, 48, 48, 49)]","[(('on', 'neutral'), 1), (('nt', 'neutral'), 1), (('ol', 'neutral'), 1), (('lo', 'english-dominant'), 1), (('og', 'neutral'), 1), (('al', 'neutral'), 1), (('an', 'neutral'), 2), (('ns', 'neutral'), 1), (('na', 'neutral'), 1), (('at', 'neutral'), 1)]"
Communst must hot hold odhce for hie,Communists must not hold office for five,"[('insert', 6, 6, 6, 7), ('insert', 8, 8, 9, 10), ('replace', 14, 15, 16, 17), ('replace', 24, 26, 26, 29), ('replace', 33, 34, 36, 37), ('insert', 35, 35, 38, 39)]","[(('ni', 'neutral'), 1), (('st', 'neutral'), 2), (('of', 'english-dominant'), 1), (('fo', 'english-dominant'), 1), (('or', 'neutral'), 1)]"
hongkt of a fre ...,thought of a fire ... .,"[('insert', 0, 0, 0, 1), ('replace', 2, 3, 3, 4), ('replace', 4, 5, 5, 6), ('insert', 13, 13, 14, 15), ('insert', 19, 19, 21, 23)]","[(('ho', 'english-dominant'), 1), (('ou', 'english-dominant'), 1), (('ug', 'neutral'), 1), (('gh', 'english-dominant'), 1)]"
teken a toun in Mie industrial North of,taken a town in the industrial North of,"[('replace', 1, 2, 1, 2), ('replace', 10, 11, 10, 11), ('replace', 16, 18, 16, 18)]","[(('ta', 'neutral'), 1), (('ak', 'neutral'), 1), (('ow', 'english-dominant'), 1), (('wn', 'english-dominant'), 1), (('th', 'english-dominant'), 1), (('he', 'neutral'), 1)]"
may kave Kanget Thad beeone mnbalaneed,may have thought I had become unbalanced,"[('replace', 4, 5, 4, 5), ('replace', 9, 12, 9, 13), ('replace', 13, 14, 14, 15), ('replace', 16, 17, 17, 19), ('replace', 23, 24, 25, 26), ('replace', 25, 26, 27, 28), ('replace', 28, 29, 30, 31), ('replace', 35, 36, 37, 38)]","[(('ha', 'neutral'), 1), (('th', 'english-dominant'), 1), (('ho', 'english-dominant'), 1), (('ou', 'english-dominant'), 1), (('ug', 'neutral'), 1), (('gh', 'english-dominant'), 1), (('be', 'neutral'), 1), (('ec', 'english-dominant'), 1), (('co', 'english-dominant'), 1), (('me', 'neutral'), 1), (('la', 'neutral'), 1), (('an', 'neutral'), 1)]"
ch sonhrilene in der. Tuue agan,so much confidence in her . Once again,"[('insert', 0, 0, 0, 5), ('replace', 3, 4, 8, 9), ('replace', 6, 8, 11, 12), ('replace', 9, 10, 13, 14), ('insert', 12, 12, 16, 17), ('replace', 17, 18, 22, 23), ('insert', 20, 20, 25, 26), ('replace', 22, 25, 28, 31), ('insert', 30, 30, 36, 37)]","[(('mu', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('co', 'english-dominant'), 1), (('on', 'neutral'), 1), (('fi', 'neutral'), 1), (('ce', 'english-dominant'), 1), (('in', 'neutral'), 1), (('he', 'neutral'), 1), (('er', 'neutral'), 1), (('nc', 'english-dominant'), 1)]"
"As they lumbered past at a ratting poce, Vittoria","As they lumbered past at a rattling pace , Vittoria","[('insert', 31, 31, 31, 32), ('replace', 36, 37, 37, 38), ('insert', 39, 39, 40, 41)]","[(('tl', 'neutral'), 1), (('pa', 'neutral'), 1), (('ce', 'english-dominant'), 1)]"
hav vowethizg zuportalt t6 do witt onr,has something important to do with our,"[('replace', 2, 3, 2, 3), ('replace', 4, 5, 4, 5), ('replace', 6, 7, 6, 7), ('replace', 11, 12, 11, 12), ('replace', 14, 16, 14, 16), ('replace', 21, 22, 21, 22), ('replace', 25, 26, 25, 26), ('replace', 33, 34, 33, 34), ('replace', 36, 37, 36, 37)]","[(('as', 'neutral'), 1), (('so', 'neutral'), 1), (('om', 'neutral'), 1), (('me', 'neutral'), 1), (('in', 'neutral'), 1), (('ng', 'neutral'), 1), (('im', 'neutral'), 1), (('mp', 'neutral'), 1), (('an', 'neutral'), 1), (('nt', 'neutral'), 1), (('to', 'english-dominant'), 1), (('th', 'english-dominant'), 1), (('ou', 'english-dominant'), 1), (('ur', 'neutral'), 1)]"
Nw. Mealen denauced Me Govelmmewr fer,Mr. Healey denounced the Government for,"[('replace', 0, 2, 0, 2), ('replace', 4, 5, 4, 5), ('replace', 9, 10, 9, 10), ('replace', 14, 15, 14, 15), ('insert', 16, 16, 16, 17), ('replace', 20, 21, 21, 23), ('replace', 27, 29, 29, 31), ('replace', 31, 33, 33, 35), ('replace', 35, 36, 37, 38)]","[(('ey', 'english-dominant'), 1), (('no', 'english-dominant'), 1), (('ou', 'english-dominant'), 1), (('un', 'german-dominant'), 1), (('ov', 'english-dominant'), 1), (('ve', 'neutral'), 1), (('er', 'neutral'), 1), (('nm', 'neutral'), 1), (('me', 'neutral'), 1), (('en', 'german-dominant'), 1)]"
Noychologiot k am onsotuntly,psychologist I am constantly,"[('replace', 0, 2, 0, 2), ('replace', 10, 11, 10, 11), ('replace', 13, 14, 13, 14), ('insert', 18, 18, 18, 19), ('delete', 21, 22, 22, 22), ('replace', 23, 24, 23, 24)]","[(('ps', 'english-dominant'), 1), (('sy', 'neutral'), 1), (('is', 'neutral'), 1), (('st', 'neutral'), 2), (('ns', 'neutral'), 1), (('ta', 'neutral'), 1), (('an', 'neutral'), 1)]"
Dr. Samuel fahnengun.,Dr. Samuel Hahnemann .,"[('replace', 11, 12, 11, 12), ('insert', 16, 16, 16, 18), ('delete', 17, 19, 19, 19), ('insert', 20, 20, 20, 21)]","[(('em', 'neutral'), 1), (('ma', 'neutral'), 1), (('an', 'neutral'), 1), (('nn', 'german-dominant'), 1)]"
t dinced Fra0 wse dionpotivg te,that divided forces were dissipating the,"[('insert', 0, 0, 0, 3), ('replace', 4, 6, 7, 10), ('replace', 9, 10, 13, 15), ('replace', 11, 13, 16, 19), ('replace', 15, 16, 21, 23), ('replace', 20, 22, 27, 30), ('replace', 23, 24, 31, 32), ('replace', 26, 27, 34, 35), ('insert', 30, 30, 38, 39)]","[(('di', 'neutral'), 2), (('id', 'neutral'), 1), (('de', 'german-dominant'), 1), (('ed', 'neutral'), 1), (('or', 'neutral'), 1), (('rc', 'neutral'), 1), (('we', 'neutral'), 1), (('er', 'neutral'), 1), (('re', 'neutral'), 1), (('is', 'neutral'), 1), (('ip', 'neutral'), 1)]"
" -f operalien - in theony, at","out of operation - in theory , at","[('insert', 0, 0, 0, 3), ('replace', 1, 2, 4, 5), ('replace', 9, 10, 12, 13), ('replace', 11, 12, 14, 15), ('replace', 23, 24, 26, 27), ('insert', 25, 25, 28, 29)]","[(('ou', 'english-dominant'), 1), (('ut', 'neutral'), 1), (('pe', 'neutral'), 1), (('er', 'neutral'), 1), (('ra', 'neutral'), 1), (('at', 'neutral'), 1), (('th', 'english-dominant'), 1), (('he', 'neutral'), 1), (('eo', 'english-dominant'), 1)]"
hat dhe monment will go an neord againr),that the movement will go on record against,"[('insert', 0, 0, 0, 1), ('replace', 4, 5, 5, 6), ('replace', 10, 11, 11, 13), ('replace', 24, 25, 26, 27), ('replace', 27, 28, 29, 30), ('insert', 29, 29, 31, 32), ('replace', 38, 40, 41, 43)]","[(('mo', 'neutral'), 1), (('ov', 'english-dominant'), 1), (('go', 'english-dominant'), 1), (('on', 'neutral'), 1), (('ga', 'neutral'), 1), (('ai', 'english-dominant'), 1), (('in', 'neutral'), 1)]"
"of Mie Hory, und Mie marriage of Mie ainhal","of the story , and the marriage of the central","[('replace', 3, 5, 3, 5), ('replace', 7, 8, 7, 9), ('insert', 11, 11, 12, 13), ('replace', 13, 14, 15, 16), ('replace', 17, 19, 19, 21), ('replace', 33, 35, 35, 37), ('replace', 37, 39, 39, 41), ('replace', 40, 41, 42, 44)]","[(('th', 'english-dominant'), 1), (('he', 'neutral'), 2), (('st', 'neutral'), 1), (('ry', 'english-dominant'), 1), (('nd', 'neutral'), 1), (('of', 'english-dominant'), 1), (('ce', 'english-dominant'), 1), (('en', 'german-dominant'), 1)]"
viel mean a rese iin the cost of lwung.,"will mean a rise in the cost of living . ""","[('replace', 0, 1, 0, 1), ('replace', 2, 3, 2, 3), ('replace', 13, 14, 13, 14), ('delete', 17, 18, 17, 17), ('replace', 34, 36, 33, 36), ('insert', 38, 38, 38, 39), ('insert', 39, 39, 40, 42)]","[(('wi', 'neutral'), 1), (('il', 'neutral'), 1), (('ll', 'neutral'), 1), (('ri', 'neutral'), 1), (('is', 'neutral'), 1), (('in', 'neutral'), 2), (('iv', 'neutral'), 1), (('vi', 'neutral'), 1)]"
also pert- auflor with Mx Delaney of tie,also part-author with Miss Delaney of the,"[('replace', 6, 7, 6, 7), ('delete', 10, 11, 10, 10), ('replace', 13, 15, 12, 14), ('replace', 24, 25, 23, 26), ('replace', 38, 39, 39, 40)]","[(('pa', 'neutral'), 1), (('ar', 'neutral'), 1), (('au', 'german-dominant'), 1), (('th', 'english-dominant'), 2), (('ho', 'english-dominant'), 1), (('or', 'neutral'), 1), (('is', 'neutral'), 1), (('ss', 'neutral'), 1)]"
foz the seat and the back which vam be deuozated witl,for the seat and the back which can be decorated with,"[('replace', 2, 3, 2, 3), ('replace', 32, 33, 32, 33), ('replace', 34, 35, 34, 35), ('replace', 41, 42, 41, 42), ('replace', 43, 44, 43, 44), ('replace', 52, 53, 52, 53)]","[(('or', 'neutral'), 2), (('ca', 'english-dominant'), 1), (('an', 'neutral'), 1), (('ec', 'english-dominant'), 1), (('co', 'english-dominant'), 1), (('ra', 'neutral'), 1), (('th', 'english-dominant'), 1)]"
Mr Magmilan.,Mr. Macmillan .,"[('insert', 2, 2, 2, 3), ('replace', 5, 6, 6, 7), ('insert', 9, 9, 10, 11), ('insert', 11, 11, 13, 14)]","[(('ac', 'neutral'), 1), (('il', 'neutral'), 1), (('la', 'neutral'), 1)]"
the Lands of a lawyer and g0 swey on her,the hands of a lawyer and go away on her,"[('replace', 4, 5, 4, 5), ('replace', 27, 28, 27, 28), ('replace', 29, 30, 29, 30), ('replace', 31, 32, 31, 32)]","[(('ha', 'neutral'), 1), (('go', 'english-dominant'), 1), (('aw', 'english-dominant'), 1), (('wa', 'neutral'), 1), (('ay', 'english-dominant'), 1)]"
greafly abused.,greatly abused .,"[('replace', 4, 5, 4, 5), ('insert', 14, 14, 14, 15)]","[(('at', 'neutral'), 1), (('tl', 'neutral'), 1)]"
Weighs onky 60  6. but can arng Ehret peopte,weighs only 60 lb. but can carry three people,"[('replace', 0, 1, 0, 1), ('replace', 9, 10, 9, 10), ('replace', 15, 17, 15, 17), ('insert', 27, 27, 27, 28), ('replace', 29, 31, 30, 32), ('replace', 32, 33, 33, 34), ('replace', 36, 37, 37, 38), ('replace', 42, 43, 43, 44)]","[(('we', 'neutral'), 1), (('nl', 'neutral'), 1), (('ly', 'english-dominant'), 1), (('lb', 'neutral'), 1), (('ar', 'neutral'), 1), (('rr', 'neutral'), 1), (('ry', 'english-dominant'), 1), (('re', 'neutral'), 1), (('ee', 'neutral'), 1), (('op', 'neutral'), 1), (('pl', 'english-dominant'), 1)]"
tkeather and Steve tried to male themselves,Heather and Steve tried to make themselves,"[('replace', 0, 2, 0, 1), ('replace', 30, 31, 29, 30)]","[(('ea', 'english-dominant'), 1), (('ke', 'neutral'), 1)]"
is Mpresented b siv Rodenick Buclan,is represented by Sir Roderick Barclay,"[('replace', 3, 4, 3, 5), ('insert', 15, 15, 16, 17), ('replace', 16, 17, 18, 19), ('replace', 18, 19, 20, 21), ('replace', 24, 25, 26, 27), ('replace', 30, 31, 32, 34), ('replace', 34, 35, 37, 38)]","[(('re', 'neutral'), 1), (('by', 'english-dominant'), 1), (('od', 'neutral'), 1), (('de', 'german-dominant'), 1), (('rc', 'neutral'), 1), (('cl', 'english-dominant'), 1)]"
"Tinne passed. The bas climbed, and went quietly","Time passed . The bus climbed , and went quietly","[('replace', 2, 4, 2, 3), ('insert', 12, 12, 11, 12), ('replace', 19, 20, 19, 20), ('insert', 29, 29, 29, 30)]","[(('im', 'neutral'), 1), (('me', 'neutral'), 1), (('bu', 'neutral'), 1), (('us', 'neutral'), 1)]"
"God grant, however, that ( may be a","God grant , however , that I may be a","[('insert', 9, 9, 9, 10), ('insert', 18, 18, 19, 20), ('replace', 25, 26, 27, 28)]","[(('er', 'neutral'), 1), (('at', 'neutral'), 1)]"
"at aug rate, are ligkt brown in cdour.","at any rate , are light brown in colour .","[('replace', 4, 6, 4, 6), ('insert', 11, 11, 11, 12), ('replace', 20, 21, 21, 22), ('replace', 33, 34, 34, 36), ('insert', 37, 37, 39, 40)]","[(('an', 'neutral'), 1), (('ny', 'english-dominant'), 1), (('ig', 'neutral'), 1), (('gh', 'english-dominant'), 1), (('co', 'english-dominant'), 1), (('ou', 'english-dominant'), 1)]"
anranged for publication of a press nohice in vihing,arranged for publication of a press notice inviting,"[('replace', 1, 2, 1, 2), ('replace', 38, 39, 38, 39), ('delete', 45, 46, 45, 45), ('replace', 48, 49, 47, 48)]","[(('ar', 'neutral'), 1), (('rr', 'neutral'), 1), (('ot', 'english-dominant'), 1), (('ti', 'neutral'), 2), (('nv', 'german-dominant'), 1), (('vi', 'neutral'), 1), (('in', 'neutral'), 1)]"
will be so great at the nedern of Utratoryism.,"will be so great at the return of Ultratoryism ,","[('replace', 24, 25, 24, 25), ('replace', 26, 28, 26, 28), ('insert', 35, 35, 35, 36), ('replace', 45, 46, 46, 48)]","[(('re', 'neutral'), 1), (('et', 'neutral'), 1), (('tu', 'neutral'), 1), (('ur', 'neutral'), 1), (('sm', 'neutral'), 1)]"
Congress should thevefore consider the,Congress should therefore consider the,"[('replace', 19, 20, 19, 20)]","[(('er', 'neutral'), 1), (('re', 'neutral'), 1)]"
"ne lake 2 "" 3"" ( see hinn. Ton dont wud","the lake ? "" 3"" I see him . You don't need","[('replace', 0, 1, 0, 2), ('replace', 8, 9, 9, 10), ('replace', 15, 16, 16, 17), ('replace', 23, 25, 24, 26), ('replace', 27, 28, 28, 29), ('replace', 29, 30, 30, 31), ('insert', 34, 34, 35, 36), ('replace', 36, 38, 38, 41)]","[(('th', 'english-dominant'), 1), (('hi', 'english-dominant'), 1), (('im', 'neutral'), 1), (('ou', 'english-dominant'), 1), (('on', 'neutral'), 1)]"
