prediction,ground_truth,diff_ops,error_ngrams
"chuse, Sweger ,bread and floww","cheese , sugar , bread and flour","[('replace', 2, 3, 2, 4), ('insert', 5, 5, 6, 7), ('replace', 7, 10, 9, 11), ('replace', 11, 12, 12, 13), ('insert', 15, 15, 16, 17), ('replace', 28, 30, 30, 32)]","[(('che', 'german-dominant'), 1), (('hee', 'english-dominant'), 1), (('ees', 'neutral'), 1), (('ese', 'neutral'), 1), (('sug', 'english-dominant'), 2), (('uga', 'neutral'), 1), (('gar', 'neutral'), 1), (('flo', 'neutral'), 1), (('lou', 'english-dominant'), 1), (('our', 'english-dominant'), 1)]"
wno in patnap) fre lest Vadet de Unandere SPhalt ever wan. But he,who is perhaps the best Valet de Chambre that ever was . But he,"[('replace', 1, 2, 1, 2), ('replace', 5, 6, 5, 6), ('replace', 8, 11, 8, 11), ('replace', 13, 14, 13, 14), ('replace', 15, 17, 15, 17), ('replace', 19, 20, 19, 20), ('replace', 26, 27, 26, 27), ('replace', 33, 35, 33, 35), ('replace', 36, 39, 36, 38), ('replace', 42, 44, 41, 42), ('delete', 46, 47, 44, 44), ('replace', 56, 57, 53, 55)]","[(('who', 'english-dominant'), 1), (('per', 'neutral'), 1), (('erh', 'neutral'), 1), (('rha', 'neutral'), 1), (('hap', 'english-dominant'), 1), (('aps', 'english-dominant'), 1), (('the', 'english-dominant'), 1), (('bes', 'german-dominant'), 1), (('ale', 'neutral'), 1), (('let', 'english-dominant'), 1), (('ham', 'english-dominant'), 2), (('amb', 'english-dominant'), 1), (('mbr', 'neutral'), 1), (('bre', 'neutral'), 1), (('tha', 'english-dominant'), 1), (('hat', 'english-dominant'), 1), (('eve', 'english-dominant'), 1)]"
ies to hao that it tock mare Hhan just,tries to show that it took more than just,"[('insert', 0, 0, 0, 2), ('insert', 7, 7, 9, 10), ('delete', 8, 9, 11, 11), ('insert', 10, 10, 12, 13), ('replace', 21, 22, 24, 25), ('replace', 25, 26, 28, 29), ('replace', 29, 30, 32, 33)]","[(('sho', 'english-dominant'), 1), (('ook', 'english-dominant'), 1), (('mor', 'english-dominant'), 1), (('ore', 'english-dominant'), 1)]"
Hei s getling on well but is pnetly helpfess GufP with his,He 's getting on well but is pretty helpless still with his,"[('delete', 2, 3, 2, 2), ('insert', 4, 4, 3, 4), ('replace', 9, 10, 9, 10), ('replace', 30, 31, 30, 31), ('replace', 33, 34, 33, 34), ('replace', 40, 41, 40, 41), ('replace', 45, 49, 45, 50)]","[(('ett', 'english-dominant'), 2), (('tti', 'english-dominant'), 1), (('tin', 'neutral'), 1), (('pre', 'english-dominant'), 1), (('ret', 'english-dominant'), 1), (('tty', 'neutral'), 1), (('lpl', 'english-dominant'), 1), (('ple', 'english-dominant'), 1), (('les', 'neutral'), 1), (('sti', 'neutral'), 1), (('til', 'english-dominant'), 1), (('ill', 'english-dominant'), 1)]"
"said "" Nonsense."" As usuaP, the optimists hawe been","said "" Nonsense . "" As usual , the optimists have been","[('insert', 15, 15, 15, 16), ('insert', 16, 16, 17, 18), ('replace', 25, 26, 27, 29), ('replace', 44, 45, 47, 48)]","[(('usu', 'neutral'), 1), (('sua', 'english-dominant'), 1), (('ual', 'english-dominant'), 1)]"
unitg of Conclption and Control are veryuhere,unity of conception and control are everywhere,"[('replace', 4, 5, 4, 5), ('replace', 9, 10, 9, 10), ('replace', 13, 14, 13, 14), ('replace', 24, 25, 24, 25), ('insert', 36, 36, 36, 37), ('replace', 40, 41, 41, 42)]","[(('ity', 'english-dominant'), 1), (('con', 'english-dominant'), 2), (('nce', 'english-dominant'), 1), (('cep', 'english-dominant'), 1), (('ept', 'neutral'), 1), (('ery', 'english-dominant'), 1), (('ryw', 'english-dominant'), 1), (('ywh', 'english-dominant'), 1)]"
"meet Hhie Deauer, aud as scon as Guy Wad","meet the Deanes , and as soon as Guy had","[('replace', 5, 6, 5, 6), ('delete', 7, 8, 7, 7), ('replace', 13, 14, 12, 13), ('replace', 15, 16, 14, 16), ('replace', 19, 20, 19, 20), ('replace', 26, 27, 26, 27), ('replace', 37, 38, 37, 38)]","[(('the', 'english-dominant'), 2), (('ane', 'neutral'), 1), (('nes', 'neutral'), 1), (('and', 'neutral'), 1), (('soo', 'english-dominant'), 1), (('oon', 'english-dominant'), 1), (('had', 'english-dominant'), 1)]"
conceded one to the otkei. Tkey rarely,conceded one to the other . They rarely,"[('replace', 22, 23, 22, 23), ('replace', 24, 25, 24, 26), ('replace', 28, 29, 29, 30)]","[(('oth', 'english-dominant'), 1), (('the', 'english-dominant'), 1), (('her', 'neutral'), 2)]"
"em aut. Just weat Hhebe anden will be, we dont","them out . Just what these orders will be , we don't","[('insert', 0, 0, 0, 2), ('replace', 3, 4, 5, 6), ('insert', 6, 6, 8, 9), ('replace', 14, 15, 17, 18), ('replace', 18, 19, 21, 22), ('replace', 21, 22, 24, 25), ('replace', 24, 26, 27, 29), ('replace', 28, 29, 31, 33), ('insert', 37, 37, 41, 42), ('insert', 45, 45, 50, 51)]","[(('hem', 'english-dominant'), 1), (('out', 'english-dominant'), 1), (('ust', 'neutral'), 1), (('wha', 'english-dominant'), 1), (('hat', 'english-dominant'), 1), (('the', 'english-dominant'), 1), (('hes', 'english-dominant'), 1), (('ese', 'neutral'), 1), (('ord', 'neutral'), 1), (('rde', 'german-dominant'), 1), (('ill', 'english-dominant'), 1)]"
me Pco eser weecd.,like to see used .,"[('replace', 0, 1, 0, 3), ('replace', 3, 5, 5, 6), ('delete', 7, 8, 8, 8), ('replace', 10, 11, 10, 11), ('replace', 12, 13, 12, 14), ('delete', 14, 16, 15, 15), ('insert', 17, 17, 16, 17)]","[(('lik', 'neutral'), 1), (('ike', 'neutral'), 1), (('see', 'neutral'), 1), (('use', 'english-dominant'), 2), (('sed', 'english-dominant'), 1)]"
in Scretf tie Cyvandeen lettens he hewer,in secret the unguarded letters he never,"[('replace', 3, 4, 3, 5), ('delete', 8, 9, 9, 9), ('replace', 11, 12, 11, 12), ('replace', 14, 17, 14, 18), ('replace', 18, 19, 19, 20), ('replace', 21, 23, 22, 23), ('replace', 29, 30, 29, 30), ('replace', 35, 36, 35, 36), ('replace', 37, 38, 37, 38)]","[(('sec', 'neutral'), 1), (('ret', 'english-dominant'), 1), (('the', 'english-dominant'), 1), (('ung', 'german-dominant'), 1), (('ngu', 'neutral'), 1), (('gua', 'english-dominant'), 2), (('uar', 'english-dominant'), 1), (('ard', 'english-dominant'), 1), (('rde', 'german-dominant'), 1), (('ded', 'english-dominant'), 1), (('ter', 'neutral'), 1), (('ers', 'neutral'), 1), (('nev', 'english-dominant'), 2), (('eve', 'english-dominant'), 1), (('ver', 'neutral'), 1)]"
antil nome fkture date. Theg deaine Aupegple,until some future date . They deceive the people,"[('replace', 0, 1, 0, 1), ('replace', 6, 7, 6, 7), ('replace', 12, 13, 12, 13), ('insert', 22, 22, 22, 23), ('replace', 27, 28, 28, 29), ('replace', 31, 32, 32, 34), ('replace', 33, 34, 35, 36), ('replace', 36, 38, 38, 42), ('replace', 40, 41, 44, 45)]","[(('unt', 'neutral'), 1), (('som', 'english-dominant'), 1), (('fut', 'english-dominant'), 1), (('utu', 'neutral'), 1), (('hey', 'english-dominant'), 1), (('dec', 'neutral'), 1), (('ece', 'english-dominant'), 2), (('cei', 'english-dominant'), 1), (('eiv', 'english-dominant'), 1), (('ive', 'neutral'), 1), (('the', 'english-dominant'), 1)]"
disagree wilh kim? Tke gats auswer teat.,disagree with him ? The facts answer that .,"[('replace', 11, 12, 11, 12), ('replace', 14, 15, 14, 15), ('insert', 17, 17, 17, 18), ('replace', 20, 21, 21, 22), ('replace', 23, 24, 24, 25), ('insert', 25, 25, 26, 27), ('replace', 29, 30, 31, 32), ('replace', 36, 37, 38, 39), ('insert', 39, 39, 41, 42)]","[(('wit', 'english-dominant'), 1), (('ith', 'english-dominant'), 1), (('him', 'english-dominant'), 1), (('fac', 'neutral'), 1), (('tha', 'english-dominant'), 1), (('hat', 'english-dominant'), 1)]"
Mouse & Commonsthis ofteuncon. Larbowe M.P. > alzesdy,House of Commons this afternoon . Labour M.P.s already,"[('replace', 0, 1, 0, 1), ('replace', 6, 7, 6, 8), ('insert', 15, 15, 16, 17), ('replace', 20, 21, 22, 23), ('replace', 24, 25, 26, 27), ('replace', 26, 27, 28, 29), ('insert', 29, 29, 31, 32), ('delete', 33, 34, 36, 36), ('replace', 36, 38, 38, 40), ('replace', 43, 45, 45, 46), ('replace', 48, 49, 49, 50), ('replace', 50, 51, 51, 52)]","[(('ons', 'neutral'), 1), (('his', 'english-dominant'), 1), (('aft', 'german-dominant'), 1), (('fte', 'neutral'), 1), (('ter', 'neutral'), 2), (('ern', 'german-dominant'), 1), (('rno', 'neutral'), 1), (('noo', 'english-dominant'), 1), (('oon', 'english-dominant'), 1), (('abo', 'english-dominant'), 1), (('bou', 'english-dominant'), 1), (('our', 'english-dominant'), 1), (('alr', 'english-dominant'), 1), (('lre', 'english-dominant'), 2), (('rea', 'english-dominant'), 1), (('ead', 'english-dominant'), 1)]"
"climt the stairs, stamping with unnecessary vigour mpon","climb the stairs , stamping with unnecessary vigour upon","[('replace', 4, 5, 4, 5), ('insert', 16, 16, 16, 17), ('replace', 51, 52, 52, 53)]","[(('imb', 'neutral'), 1)]"
"of the Wigs, and thetemporary assumption of the","of the Whigs , and the temporary assumption of the","[('insert', 8, 8, 8, 9), ('insert', 11, 11, 12, 13), ('insert', 20, 20, 22, 23)]","[(('igs', 'neutral'), 1), (('the', 'english-dominant'), 1)]"
studying them Toolag. The aonference will meer,studying them today . The conference will meet,"[('replace', 14, 15, 14, 15), ('replace', 16, 18, 16, 17), ('replace', 19, 20, 18, 20), ('replace', 26, 27, 26, 27), ('replace', 45, 46, 45, 46)]","[(('tod', 'english-dominant'), 2), (('oda', 'english-dominant'), 1), (('day', 'english-dominant'), 1), (('con', 'english-dominant'), 1), (('eet', 'english-dominant'), 1)]"
seehing. Afmicam delesades aue studgmg,seeking . African delegates are studying,"[('replace', 3, 4, 3, 4), ('insert', 7, 7, 7, 8), ('replace', 11, 12, 12, 13), ('replace', 15, 16, 16, 17), ('replace', 21, 22, 22, 23), ('replace', 23, 24, 24, 25), ('replace', 28, 29, 29, 30), ('insert', 35, 35, 36, 39), ('delete', 36, 38, 40, 40)]","[(('eek', 'english-dominant'), 1), (('eki', 'neutral'), 1), (('kin', 'english-dominant'), 1), (('fri', 'neutral'), 1), (('ica', 'english-dominant'), 1), (('can', 'english-dominant'), 1), (('ele', 'neutral'), 1), (('leg', 'neutral'), 1), (('ega', 'neutral'), 2), (('gat', 'neutral'), 1), (('ate', 'neutral'), 1), (('are', 'english-dominant'), 1), (('tud', 'german-dominant'), 1), (('udy', 'english-dominant'), 2), (('dyi', 'english-dominant'), 1), (('yin', 'english-dominant'), 1), (('ing', 'english-dominant'), 1)]"
"in Northem Rbodesia, but the bolonial Seeretary,","in Northern Rhodesia , but the Colonial Secretary ,","[('replace', 9, 10, 9, 11), ('replace', 12, 13, 13, 14), ('insert', 19, 19, 20, 21), ('replace', 29, 30, 31, 32), ('replace', 40, 41, 42, 43), ('insert', 47, 47, 49, 50)]","[(('her', 'neutral'), 1), (('ern', 'german-dominant'), 1), (('sia', 'english-dominant'), 1), (('the', 'english-dominant'), 1), (('tar', 'neutral'), 1), (('ary', 'english-dominant'), 1)]"
"Miork, Mag keliat sozu like.","work , say what you like . ""","[('replace', 0, 2, 0, 1), ('insert', 5, 5, 4, 5), ('replace', 7, 8, 7, 8), ('replace', 9, 10, 9, 10), ('replace', 11, 15, 11, 13), ('replace', 18, 19, 16, 17), ('delete', 20, 21, 18, 18), ('insert', 27, 27, 24, 25), ('insert', 28, 28, 26, 28)]","[(('wor', 'neutral'), 1), (('ork', 'english-dominant'), 1), (('say', 'english-dominant'), 2), (('wha', 'english-dominant'), 1), (('hat', 'english-dominant'), 1), (('you', 'english-dominant'), 1), (('lik', 'neutral'), 1)]"
nown as homopeopathy had beam brongkt to his notice.,known as homoeopathy had been brought to his notice .,"[('insert', 0, 0, 0, 1), ('delete', 12, 13, 13, 13), ('replace', 27, 29, 27, 29), ('replace', 33, 34, 33, 34), ('replace', 35, 36, 35, 36), ('insert', 51, 51, 51, 52)]","[(('omo', 'neutral'), 1), (('moe', 'english-dominant'), 1), (('oeo', 'english-dominant'), 1), (('bee', 'english-dominant'), 1), (('een', 'english-dominant'), 1), (('rou', 'english-dominant'), 1), (('oug', 'english-dominant'), 1), (('ugh', 'english-dominant'), 2), (('ght', 'english-dominant'), 1)]"
to offes aug geeiting. tle was deeply,to offer any greeting . He was deeply,"[('replace', 7, 8, 7, 8), ('replace', 10, 12, 10, 12), ('insert', 14, 14, 14, 15), ('delete', 16, 17, 17, 17), ('insert', 21, 21, 21, 22), ('replace', 23, 25, 24, 25)]","[(('fer', 'neutral'), 1), (('any', 'english-dominant'), 1), (('gre', 'neutral'), 1), (('ree', 'english-dominant'), 1), (('eet', 'english-dominant'), 1), (('eti', 'neutral'), 1)]"
gping to trauet a hundred,going to travel a hundred,"[('replace', 1, 2, 1, 2), ('replace', 12, 13, 12, 13), ('replace', 14, 15, 14, 15)]","[(('goi', 'english-dominant'), 1), (('oin', 'english-dominant'), 1), (('rav', 'english-dominant'), 1), (('ave', 'english-dominant'), 1), (('vel', 'english-dominant'), 2)]"
"w herse, / underStand, but an erpreiseh tok","was here , I understand , but an express took","[('insert', 1, 1, 1, 3), ('delete', 5, 6, 7, 7), ('insert', 7, 7, 8, 9), ('replace', 9, 10, 11, 12), ('replace', 16, 17, 18, 19), ('insert', 21, 21, 23, 24), ('replace', 31, 32, 34, 35), ('delete', 35, 36, 38, 38), ('replace', 37, 39, 39, 40), ('insert', 42, 42, 43, 44)]","[(('was', 'english-dominant'), 1), (('her', 'neutral'), 1), (('ere', 'neutral'), 2), (('nde', 'german-dominant'), 1), (('der', 'german-dominant'), 1), (('ers', 'neutral'), 1), (('tan', 'neutral'), 1), (('and', 'neutral'), 1), (('exp', 'neutral'), 1), (('xpr', 'english-dominant'), 1), (('pre', 'english-dominant'), 2), (('res', 'neutral'), 1), (('ess', 'neutral'), 1), (('too', 'english-dominant'), 1)]"
Laus befene poling closed at P p.m. it was,Long before polling closed at 8 p.m. it was,"[('replace', 1, 4, 1, 4), ('replace', 8, 10, 8, 10), ('insert', 14, 14, 14, 15), ('replace', 29, 30, 30, 31)]","[(('ong', 'english-dominant'), 1), (('efo', 'english-dominant'), 1), (('for', 'english-dominant'), 1), (('ore', 'english-dominant'), 1), (('pol', 'neutral'), 1), (('oll', 'neutral'), 1)]"
"for all +hat, as far as Eungland in voncerned,","For all that , as far as England is concerned ,","[('replace', 0, 1, 0, 1), ('replace', 8, 9, 8, 9), ('insert', 12, 12, 12, 13), ('delete', 25, 26, 26, 26), ('replace', 34, 35, 34, 35), ('replace', 36, 37, 36, 37), ('insert', 45, 45, 45, 46)]","[(('tha', 'english-dominant'), 1), (('con', 'english-dominant'), 1)]"
seoure with pins- Run d ene of basting stitches,secure with pins . Run a line of basting stitches,"[('replace', 2, 3, 2, 3), ('replace', 16, 17, 16, 18), ('replace', 22, 23, 23, 24), ('replace', 24, 25, 25, 27)]","[(('sec', 'neutral'), 1), (('ecu', 'english-dominant'), 1), (('cur', 'english-dominant'), 1)]"
Fo discuss the function of a proposed House,to discuss the function of a proposed House,"[('replace', 0, 1, 0, 1)]",[]
"heur before her body was disouered,","hour before her body was discovered ,","[('replace', 1, 2, 1, 2), ('insert', 28, 28, 28, 29), ('replace', 29, 30, 30, 31), ('insert', 34, 34, 35, 36)]","[(('hou', 'english-dominant'), 1), (('our', 'english-dominant'), 1), (('isc', 'german-dominant'), 1), (('sco', 'english-dominant'), 2), (('cov', 'english-dominant'), 1), (('ove', 'english-dominant'), 1), (('red', 'english-dominant'), 1)]"
"going te lire will triends ct Ihe bank manages, inst","going to live with friends of the bank manager , just","[('replace', 7, 8, 7, 8), ('replace', 11, 12, 11, 12), ('replace', 16, 18, 16, 18), ('replace', 19, 20, 19, 20), ('replace', 27, 28, 27, 30), ('delete', 29, 31, 31, 31), ('replace', 45, 46, 45, 47), ('replace', 48, 50, 49, 51)]","[(('liv', 'english-dominant'), 1), (('ive', 'neutral'), 1), (('wit', 'english-dominant'), 1), (('ith', 'english-dominant'), 1), (('fri', 'neutral'), 1), (('the', 'english-dominant'), 1), (('ger', 'neutral'), 1), (('jus', 'english-dominant'), 1)]"
doukt Ahat a pile of badly stacked.,"doubt that a pile of badly stacked ,","[('replace', 3, 4, 3, 4), ('replace', 6, 7, 6, 7), ('replace', 34, 35, 34, 36)]","[(('oub', 'english-dominant'), 1), (('ubt', 'neutral'), 1), (('tha', 'english-dominant'), 1)]"
moment he walked aut of hete we havent a,moment he walked out of here we haven't a,"[('replace', 17, 18, 17, 18), ('replace', 26, 27, 26, 27), ('insert', 37, 37, 37, 38)]","[(('out', 'english-dominant'), 1), (('her', 'neutral'), 1), (('ere', 'neutral'), 1)]"
Py te und of the mentk he still deligkited in Naples.,By the end of the month he still delighted in Naples .,"[('replace', 0, 1, 0, 1), ('insert', 4, 4, 4, 5), ('replace', 6, 7, 7, 8), ('replace', 18, 19, 19, 20), ('replace', 21, 22, 22, 23), ('replace', 37, 39, 38, 39), ('insert', 52, 52, 52, 53)]","[(('the', 'english-dominant'), 1), (('mon', 'english-dominant'), 1), (('ont', 'english-dominant'), 1), (('nth', 'english-dominant'), 1), (('lig', 'neutral'), 1), (('igh', 'english-dominant'), 1), (('ght', 'english-dominant'), 1), (('hte', 'german-dominant'), 1)]"
citizen to qrithis cosutry. HoUNDING,citizen to quit his country . HOUNDING,"[('replace', 12, 13, 12, 13), ('insert', 15, 15, 15, 16), ('delete', 21, 22, 22, 22), ('insert', 23, 23, 23, 24), ('insert', 26, 26, 27, 28), ('replace', 29, 30, 31, 32)]","[(('qui', 'english-dominant'), 1), (('uit', 'english-dominant'), 1), (('cou', 'english-dominant'), 1), (('oun', 'english-dominant'), 2), (('unt', 'neutral'), 1), (('try', 'english-dominant'), 1)]"
"alyptopis from 1800-2200hr, 2nd,","calyptopis from 1800-2200 hr ; 2nd ,","[('insert', 0, 0, 0, 1), ('insert', 24, 24, 25, 26), ('replace', 26, 27, 28, 30), ('insert', 31, 31, 34, 35)]",[]
"omgankment roßen Re Inam Deft, Duh in did mot Relr much, simca it","compartment when the train left , but this did not help much , since it","[('insert', 0, 0, 0, 1), ('replace', 2, 3, 3, 4), ('replace', 4, 6, 5, 7), ('replace', 11, 14, 12, 14), ('replace', 17, 18, 17, 19), ('replace', 20, 21, 21, 25), ('delete', 22, 24, 26, 26), ('replace', 25, 26, 27, 28), ('insert', 29, 29, 31, 32), ('replace', 31, 32, 34, 35), ('insert', 33, 33, 36, 39), ('delete', 34, 35, 40, 40), ('replace', 36, 37, 41, 42), ('replace', 42, 43, 47, 48), ('replace', 46, 47, 51, 52), ('replace', 49, 50, 54, 55), ('insert', 55, 55, 60, 61), ('replace', 59, 60, 65, 66), ('replace', 61, 62, 67, 68)]","[(('com', 'english-dominant'), 1), (('omp', 'neutral'), 1), (('mpa', 'english-dominant'), 2), (('par', 'neutral'), 1), (('art', 'neutral'), 1), (('rtm', 'neutral'), 1), (('whe', 'english-dominant'), 1), (('hen', 'neutral'), 1), (('the', 'english-dominant'), 1), (('tra', 'neutral'), 1), (('rai', 'english-dominant'), 1), (('ain', 'english-dominant'), 2), (('lef', 'neutral'), 1), (('eft', 'neutral'), 1), (('but', 'english-dominant'), 2), (('not', 'english-dominant'), 1), (('uch', 'neutral'), 1)]"
pest coutrol by biofagica1 meaus. Both uahive aud,pest control by biological means . Both native and,"[('replace', 7, 8, 7, 8), ('replace', 19, 21, 19, 21), ('replace', 25, 26, 25, 26), ('replace', 30, 31, 30, 31), ('insert', 32, 32, 32, 33), ('replace', 39, 40, 40, 41), ('replace', 41, 42, 42, 43), ('replace', 47, 48, 48, 49)]","[(('con', 'english-dominant'), 1), (('ont', 'english-dominant'), 1), (('ntr', 'neutral'), 1), (('iol', 'english-dominant'), 1), (('olo', 'neutral'), 1), (('log', 'neutral'), 1), (('ogi', 'neutral'), 1), (('cal', 'english-dominant'), 1), (('ean', 'neutral'), 1), (('ans', 'neutral'), 1), (('nat', 'neutral'), 1), (('ati', 'neutral'), 1), (('and', 'neutral'), 1)]"
Communst must hot hold odhce for hie,Communists must not hold office for five,"[('insert', 6, 6, 6, 7), ('insert', 8, 8, 9, 10), ('replace', 14, 15, 16, 17), ('replace', 24, 26, 26, 29), ('replace', 33, 34, 36, 37), ('insert', 35, 35, 38, 39)]","[(('uni', 'neutral'), 1), (('nis', 'neutral'), 1), (('ist', 'neutral'), 1), (('sts', 'neutral'), 1), (('ust', 'neutral'), 1), (('off', 'neutral'), 1), (('for', 'english-dominant'), 1)]"
hongkt of a fre ...,thought of a fire ... .,"[('insert', 0, 0, 0, 1), ('replace', 2, 3, 3, 4), ('replace', 4, 5, 5, 6), ('insert', 13, 13, 14, 15), ('insert', 19, 19, 21, 23)]","[(('tho', 'english-dominant'), 1), (('hou', 'english-dominant'), 1), (('oug', 'english-dominant'), 2), (('ugh', 'english-dominant'), 1), (('ght', 'english-dominant'), 1)]"
